decimalLatitude,decimalLongitude
-37.783333,174.9
-34.36951,21.41333
-34.040007,18.810083
-33.99059,18.43165
-33.973254,18.478423
-33.945431,18.483862
-33.921477,18.922704
-30.404468,31.026098
-30.404468,31.026098
-30.404468,31.026098
-30.404468,31.026098
-30.301216,30.742784
-30.3012,30.7427
-30.29948,30.74273
-29.875,30.875
-29.745219,31.043094
-29.627332,30.402319
-29.625,30.375
-29.625,29.875
-29.625,30.875
-29.625,30.375
-29.625,30.375
-29.625,30.375
-29.625,30.375
-29.625,30.375
-29.625,30.375
-29.625,30.375
-29.625,30.375
-29.625,30.375
-29.625,30.875
-29.625,30.875
-29.625,30.875
-29.625,30.875
-29.625,30.875
-29.625,30.875
-29.625,30.875
-29.625,30.625
-29.625,30.625
-29.625,29.875
-29.625,30.875
-29.625,30.625
-29.625,30.875
-29.625,30.375
-29.625,30.875
-29.625,30.375
-29.625,30.875
-29.625,30.875
-29.625,30.375
-29.625,30.875
-29.625,30.375
-29.625,30.875
-29.625,30.375
-29.47861,30.2654
-29.375,30.125
-29.375,31.375
-29.375,30.875
-29.375,30.125
-29.375,30.125
-29.375,31.125
-29.375,30.875
-29.375,30.875
-29.375,31.375
-29.375,31.375
-29.375,30.125
-29.375,30.125
-29.375,30.125
-29.375,31.375
-29.375,31.375
-29.375,29.375
-29.35777,30.52647
-29.125,29.625
-29.125,30.875
-29.125,29.875
-29.125,30.875
-29.125,29.875
-29.125,29.875
-29.125,29.625
-29.125,31.375
-29.125,31.375
-29.0441,29.8398
-28.875,31.875
-28.875,31.375
-28.875,31.875
-28.875,29.375
-28.875,31.375
-28.875,29.375
-28.875,31.375
-28.875,31.875
-28.875,29.375
-28.875,31.375
-28.875,31.875
-28.875,30.875
-28.866667,29.85
-28.663013,29.031317
-28.625,31.625
-28.625,31.625
-28.625,29.375
-28.625,31.125
-28.625,29.875
-28.625,29.375
-28.625,29.875
-28.625,31.625
-28.625,31.625
-28.625,29.875
-28.625,30.875
-28.625,30.375
-28.625,29.875
-28.625,29.875
-28.55967,29.78079
-28.375,29.375
-28.375,31.875
-28.375,29.375
-28.144659,32.047119
-28.125,30.125
-28.125,30.125
-28.125,30.125
-28.125,30.125
-28.125,31.875
-28.125,32.125
-28.125,32.125
-27.875,30.625
-27.875,29.875
-27.875,31.375
-27.875,29.875
-27.776432,30.843699
-27.625,30.125
-27.625,31.625
-27.625,30.125
-27.125,31.875
-26.375,31.375
-26.375,31.125
-26.375,31.125
-26.0067,28.149667
-25.977944,27.947906
-25.875,31.125
-25.875,29.375
-25.875,31.125
-25.797551,28.29809
-25.73846,28.271832
-25.66433,28.5351
-25.625,28.125
-25.625,28.125
-25.625,28.125
-25.625,28.125
-25.625,28.125
-25.625,28.125
-25.457195,30.938145
-25.444722,30.973056
-25.375,30.375
-25.375,28.375
-25.375,30.875
-25.375,30.875
-25.375,30.625
-25.375,30.875
-25.375,30.875
-25.375,30.375
-25.375,29.375
-25.375,29.375
-25.375,29.375
-25.17,31.27
-25.125,29.375
-25.125,29.375
-25.125,29.375
-25.125,29.625
-25.125,31.375
-24.875,31.125
-24.875,29.375
-24.625,31.125
-24.625,31.125
-24.625,31.375
-24.375,30.625
-24.375,30.625
-24.125,30.125
-24.125,30.125
-23.875,30.125
-23.875,30.125
-23.875,29.375
-23.65362,30.21665
-23.625,30.125
-23.625,30.375
-23.125,30.375
-23.125,29.875
-23.125,30.375
-23.125,30.125
-23.125,30.125
-23.125,29.875
-23.125,26.875
-23.125,30.125
-23.125,29.875
-23.125,29.875
-23.125,29.875
-22.875,30.625
-22.875,30.375
-22.875,29.375
-22.625,17.125
-21.875,31.375
-21.875,31.375
-20.78722,33.075011
-20.78722,33.075011
-20.625,30.625
-20.625,30.375
-20.625,30.625
-20.583333,31.583333
-20.5,22.67
-20.5,22.67
-20.422435,32.770864
-20.422435,32.770864
-20.422435,32.770864
-20.4,28.3
-20.395953,33.245497
-20.28333,44.45
-20.28333,44.45
-20.25,30.916667
-20.2,28.616667
-19.98,23.42
-19.971389,33.398333
-19.875,23.375
-19.83442,23.57785
-19.60517,23.32749
-19.60404,23.29878
-19.54988,34.62198
-19.54988,34.62198
-19.53293,22.24659
-19.50718,22.24518
-19.5,29.866667
-19.333333,30.6
-19.269166,34.212776
-19.269166,34.212776
-19.262219,34.22708
-19.125,22.375
-19.125,22.375
-18.966045,32.884575
-18.95,32.55
-18.53073,25.64314
-18.41864,22.0251
-18.375,22.125
-18.133333,32.866667
-18.125,24.125
-18.006944,16.169167
-17.964443,34.390554
-17.916667,25.85
-17.875,24.375
-17.82517,31.03351
-17.82,25.15
-17.625,24.375
-17.625,18.625
-17.617184,33.362772
-17.617184,33.362772
-17.617184,33.362772
-17.488889,35.239722
-17.41667,14.2
-17.25,14.12
-17.2,29.15
-17.083333,29.033333
-16.783333,30.933333
-16.516667,27.333333
-16.467918,36.383049
-16.467918,36.383049
-16.1792,15.76185
-16.01,15.11
-16.01,15.11
-15.85,35.58333
-15.84,35.71
-15.84,35.73
-15.833333,35.6
-15.83,35.73
-15.783333,28.266667
-15.7275,27.77691
-15.7,35.116667
-15.64796,15.20047
-15.64796,15.20047
-15.57024,28.2702
-15.57024,28.2702
-15.566667,28.266667
-15.566667,28.233333
-15.562222,33.289722
-15.562222,33.289722
-15.562222,33.289722
-15.533333,27.966667
-15.408056,28.287222
-15.377222,35.3475
-15.366667,28.583333
-14.85,34.6
-14.748215,34.251963
-14.748215,34.251963
-14.324125,34.518914
-14.324125,34.518914
-14.324125,34.518914
-14.324125,34.518914
-14.051351,39.91984
-14,13.116667
-13.966667,33.783333
-13.780496,39.83284
-13.0882,40.3385
-13,14.23
-12.76024,34.980125
-11.733333,27.433333
-11.15,33.633333
-11.133266,33.651724
-11.133266,33.651724
-11.133266,33.651724
-11.08,27.08
-10.70286,40.20325
-10.7,38.783333
-9.5,15.816667
-9.29,14.49
-9.283333,33.65
-9.283333,33.65
-9.283333,33.65
-9,26.75
-8.926945,39.041842
-8.926872,39.041715
-8.9,33.333333
-8.875,33.375
-8.875,33.375
-8.85,33.28333
-8.83333,33.33333
-8.78333,33.25
-8.65,26.516667
-8.4875,31.50306
-8.375,31.625
-8.375,31.375
-8.35,38.93333
-8.31583,38.96083
-8.23333,35.11666
-8.016667,31.9
-8,38.8
-7.81297,36.96536
-7.75,34.583333
-7.716667,34.916667
-7.683333,34.666667
-7.66666,35.33333
-7.625,35.375
-7.6,37
-7.5,35
-7.45305,31.66888
-7.42713,24.15805
-7.233333,35.433333
-6.766667,39.2
-6.74055,30.98083
-6.466667,36.583333
-5.85,13.05
-5.183333,38.75
-4.86861,35.31277
-4.86055,35.12805
-4.75,36.05
-4.733333,35.833333
-4.45,35.733333
-4.41,27.42
-4.05,39.666667
-4.05,39.666667
-4.05,39.66667
-4.05,39.66667
-3.266667,29.233333
-3.266667,29.233333
-3.266667,29.233333
-3.25,35.666667
-3.19354,29.30616
-3.15,29.13
-2.666667,28.9
-2.54,29.08
-2.54,29.08
-2.45,33.11667
-2.4126,30.43009
-2.23153,30.11274
-2.20707,30.26181
-2.2,30.05
-2.11,28.37
-2,29
-1.9595,30.1355
-1.95,34.15
-1.94485,30.00351
-1.94062,30.10007
-1.6782,29.6314
-1.61667,30.35
-1.616667,29.033333
-1.57911,30.06941
-1.55,30.4
-1.47,30.42
-1.37,29.02
-1.26,30.16
-1.26,30.16
-1.26,30.16
-1.26,30.16
-1.26,30.16
-1.26,30.16
-1.18,30.2
-1.1,30.15
-1.1,30.15
-1.03,30.27
-1.03,30.27
-1.03,30.27
-1.03,30.27
-1.03,30.27
-1,30.25
-1,30.25
-1,30.25
-0.783333,29.75
-0.7,30.55
-0.683333,34.533333
-0.661587,30.980029
-0.661587,30.980029
-0.661587,30.980029
-0.660792,30.983505
-0.660792,30.983505
-0.660448,30.982095
-0.660448,30.982095
-0.660448,30.982095
-0.6599,30.968991
-0.6599,30.968991
-0.6599,30.968991
-0.6599,30.968182
-0.6599,30.968182
-0.6599,30.968182
-0.6599,30.968182
-0.6599,30.968182
-0.6599,30.968182
-0.6599,30.968182
-0.6599,30.968182
-0.6599,30.968182
-0.6599,30.968182
-0.6599,30.968182
-0.659729,30.96926
-0.659729,30.96926
-0.659729,30.96926
-0.659729,30.96926
-0.659729,30.96926
-0.659729,30.96926
-0.659729,30.96926
-0.659729,30.96926
-0.659729,30.96926
-0.659729,30.96926
-0.659729,30.96926
-0.659729,30.96926
-0.659729,30.96926
-0.659729,30.96926
-0.658797,30.968183
-0.658797,30.968183
-0.632617,30.980336
-0.60716,30.6545
-0.59347,30.988659
-0.4,30.766667
-0.375,30.625
-0.35,30.51666
-0.3375,30.2103
-0.2794,30.0479
-0.166667,35.866667
-0.01,29.21
0,0
0,0
0,0
0,0
0,0
0,0
0,35.133333
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.1,34.35
0.216667,31.666667
0.2857,30.2477
0.3195,30.2733
0.4261,30.5114
0.5404,30.3998
0.544,30.4988
0.5534,30.8133
0.566667,32.883333
0.7186,30.8803
0.8283,30.164
0.8706,30.7291
0.8895,30.9109
1.063,1.283
1.1595,30.8191
1.7075,31.4724
1.7183,31.5471
1.816667,31.316667
1.8173,31.683
1.8659,31.6506
1.8803,32.1996
2.166667,30.666667
2.444948,11.623106
2.464211,11.608881
2.469654,11.573098
2.82596,30.73795
2.833333,30.716667
2.966667,31.4
3.033333,32.916667
3.566667,31.816667
3.66338,16.85619
3.73635,29.71365
3.866667,30.233333
4.9559,18.69922
5.05,1.21
5.083333,-1.35
5.09,17.12139
5.26585,-3.93579
5.37,0.14
5.39565,26.49167
5.39565,26.49167
5.51444,14.11917
5.51454,14.12046
5.51454,14.12046
5.51454,14.12046
5.51454,14.12046
5.616667,-0.233333
5.625,38.125
5.66667,13.8
5.66667,13.8
5.73161,19.08693
5.76434,20.67053
5.76434,20.67053
6.033333,0.016667
6.05,38.099998
6.05,38.1
6.35,14.633333
6.531655,2.66465
6.544155,2.67715
6.569916,2.608119
6.74472,9.87043
6.77551,1.87077
6.77698,2.55955
6.77758,2.56134
6.77768,2.56164
6.77772,2.56178
6.77779,2.56197
6.77818,2.56314
6.7783,2.56349
6.77842,2.56927
6.77847,2.564
6.77851,2.56414
6.77883,2.56509
6.77904,2.56571
6.77947,1.88257
6.78539,1.87325
6.7855,1.87357
6.78569,1.87414
6.78602,1.87512
6.78666,1.88601
6.78703,1.87813
6.87699,31.30698
6.91211,1.60389
6.91667,19.13333
6.929957,0.586312
7.02433,1.912113
7.03767,1.855221
7.04869,1.87566
7.056746,1.908887
7.1167,38.483299
7.1167,38.4833
7.126612,1.826779
7.180868,1.87392
7.185036,1.91073
7.19084,1.73291
7.19094,1.73321
7.19098,1.73334
7.19156,1.73505
7.19197,1.73627
7.19198,1.7363
7.19205,1.73652
7.19211,1.73671
7.19293,2.69424
7.19446,2.56329
7.2,13.616667
7.233333,13.65
7.233333,13.566667
7.233333,13.566667
7.31834,1.879
7.31835,1.87903
7.31865,2.4204
7.31882,1.88042
7.31885,1.88052
7.3192,2.27773
7.31933,2.28712
7.31941,1.88218
7.32023,1.88462
7.333333,1.633333
7.35,1.6333
7.4,1.4
7.4,1.4
7.404279,2.436967
7.416667,3.55
7.416667,12.466667
7.416667,12.466667
7.42016,2.481069
7.434882,1.94363
7.45,2.383333
7.45375,1.8779
7.4541,1.87896
7.45548,2.41464
7.46299,1.87848
7.46391,1.88122
7.48333,12.4
7.48333,12.4
7.499681,2.071102
7.5,13.75
7.516174,1.991033
7.516372,1.990707
7.525517,2.110636
7.533831,1.953671
7.535295,1.953205
7.535972,1.991178
7.536357,2.129456
7.539728,1.957463
7.540308,1.958105
7.542313,1.960439
7.544041,1.960933
7.544313,1.961041
7.545167,1.958773
7.545879,1.961808
7.54616,1.961862
7.55,12.283333
7.550419,1.965377
7.551088,1.965076
7.551381,1.96687
7.55254,1.967076
7.554161,1.96825
7.554939,1.968131
7.555019,2.535306
7.563371,1.984661
7.568278,1.971616
7.568489,1.972948
7.568544,1.973274
7.568883,1.982799
7.569515,1.97832
7.569701,1.98451
7.570042,1.983023
7.57025,1.983312
7.570505,1.983747
7.570535,1.977302
7.570717,1.985867
7.577263,2.543567
7.582198,1.979568
7.5825,1.980945
7.582536,1.980909
7.616739,2.472924
7.633333,13.55
7.664074,2.19668
7.666675,2.23022
7.667796,2.213507
7.671289,2.211305
7.681405,2.267337
7.694663,2.19726
7.696297,2.177485
7.71241,2.12024
7.715012,1.96723
7.715435,1.96654
7.735628,1.835408
7.742871,2.006659
7.745081,1.996445
7.745279,1.995801
7.746462,1.995073
7.746896,1.815429
7.747134,1.996368
7.747449,1.995787
7.747866,1.996076
7.753132,1.997043
7.753278,1.997596
7.753502,1.996779
7.753533,1.998012
7.753941,1.998818
7.753947,1.997231
7.754355,1.997847
7.754427,1.997511
7.75567,1.849054
7.756492,2.382379
7.756492,2.382379
7.766667,2.4
7.767899,2.416401
7.767899,2.416401
7.768989,1.80883
7.774415,2.013188
7.774796,2.013559
7.78,2.08
7.783333,2.383333
7.783333,34.55
7.7975,2.409961
7.7975,2.409961
7.8,2.133333
7.8,2.4
7.8,2.4
7.8,2.133
7.84264,13.53396
7.85333,2.56732
7.866667,13.566667
7.875,-2.125
7.875,-2.125
7.91666,-2.06666
7.92,-2.07
7.92759,1.975931
7.92889,16.63503
7.9333,1.9666
7.945842,1.988345
7.97062,2.36745
7.97065,2.36756
7.97066,2.36758
7.97085,2.36816
7.97102,2.36865
7.97139,2.36976
7.979925,2.284933
7.98124,2.272222
7.98333,-2.06667
7.98333,-2.06667
7.983333,-2.066667
7.983333,-2.066667
7.985152,2.305014
7.988089,2.290775
7.997263,2.276939
7.997602,2.38119
7.998359,2.282093
8,-1.73
8,-2
8,-1.73333
8.001293,2.318112
8.005418,2.381678
8.006439,2.329028
8.007413,2.332793
8.007667,2.373943
8.008176,2.357418
8.008447,2.286005
8.008552,2.343571
8.009414,2.351028
8.010816,2.36873
8.011239,2.355762
8.012381,2.36302
8.014588,2.285622
8.01587,2.38553
8.01591,2.38564
8.01611,2.38623
8.01664,2.38784
8.019332,2.282792
8.021667,-1.73
8.02167,-1.73
8.02167,-1.73
8.02491,2.34935
8.025631,2.27975
8.033333,2.5
8.047612,2.302036
8.066667,15.15
8.083484,2.368672
8.095459,2.368708
8.1,-2.22
8.1,1.6
8.1,1.6
8.116667,15.05
8.116667,15.05
8.116667,15.05
8.15056,-2.01889
8.15333,-2.03
8.15333,-2.03
8.153333,-2.03
8.153333,-2.03
8.153333,-2.3
8.153333,-2.3
8.157233,2.257563
8.166667,-2.366667
8.19724,2.15192
8.2,34.316667
8.2,34.316667
8.2,34.266667
8.2,34.266667
8.216667,-1.73
8.219841,1.968542
8.227959,2.404761
8.25,-2.27
8.25,34.58333
8.251573,1.939644
8.263682,1.942762
8.276516,1.922418
8.28114,2.46621
8.28756,2.23257
8.28821,2.23451
8.316398,2.034686
8.317539,2.0354
8.3591,1.78832
8.38049,14.492
8.384232,1.978321
8.41015,20.64818
8.41015,20.64818
8.41015,20.64818
8.416667,21.116667
8.42063,15.02791
8.4225,29.2725
8.44064,1.9416
8.44568,20.63107
8.44568,20.68325
8.475437,2.672716
8.479954,2.670175
8.485669,2.66977
8.491143,2.699406
8.491673,2.696335
8.494328,2.692995
8.49507,2.73408
8.49567,2.27759
8.495935,2.716616
8.496934,2.709086
8.5,21.266667
8.528955,2.127022
8.533333,15.983333
8.537907,2.667855
8.542692,2.667317
8.546281,2.666646
8.57508,2.65558
8.616667,12.866667
8.616667,1.716667
8.616667,1.716667
8.616667,1.716667
8.637272,2.144096
8.65383,-3.78288
8.666667,-3.783333
8.666667,-3.783333
8.666667,-3.783333
8.666667,21.466667
8.683333,21.116667
8.68634,2.248641
8.68781,1.68394
8.7,-3.85
8.710978,2.739618
8.711235,-2.985352
8.712036,2.721335
8.712172,2.71561
8.71277,1.734391
8.716667,-3.85
8.716667,21.466667
8.72224,2.57715
8.72288,2.57909
8.72806,1.72885
8.733333,-3.8
8.733333,-3.816667
8.733333,-3.816667
8.733333,-3.816667
8.733333,-3.833333
8.733333,-3.816667
8.733333,-3.833333
8.733333,-3.816667
8.75,-3.8
8.75,-3.816667
8.7607,20.90298
8.762773,2.695984
8.765636,2.702663
8.765918,2.722905
8.766667,21.15
8.766667,13.683333
8.768696,2.7058
8.771234,2.721632
8.771636,2.726442
8.773903,2.73
8.77716,2.729
8.783272,2.726
8.8,21.716667
8.80611,-5.16333
8.833333,18.716667
8.8475,18.7081
8.84995,1.71948
8.86245,1.75073
8.864665,1.982622
8.888,2.5941
8.90013,22.8031
8.916667,17.883333
8.916667,17.883333
8.916667,17.6
8.933333,17.6
8.93825,2.01297
8.94657,1.95668
8.95,2.266667
8.9562,2.19312
8.961963,2.19978
8.983333,38.566667
8.983333,38.566667
8.983333,13.3
8.989883,2.260893
9,1.97575
9.000215,2.280557
9.006793,2.271651
9.016667,21.283333
9.016667,13.183333
9.020627,2.321088
9.025913,2.255811
9.033333,36.816667
9.033333,36.816667
9.0395,-0.503833
9.042797,2.312222
9.053548,2.343923
9.066667,18.05
9.066667,18.05
9.066667,18.05
9.07462,2.04183
9.076423,2.243363
9.083333,13.566667
9.083333,36.783333
9.088497,2.093951
9.088688,2.096075
9.1,21.216667
9.101747,1.954497
9.102106,2.107484
9.105142,2.172805
9.111553,2.173519
9.111981,2.174051
9.113024,2.232374
9.114622,1.996199
9.120696,1.912028
9.122887,1.907502
9.124455,1.907878
9.125329,1.907076
9.125702,1.907056
9.128329,1.90577
9.129611,1.911611
9.130892,1.911584
9.133333,1.97575
9.133333,21.933333
9.134711,2.174874
9.14213,2.18538
9.15,2.166667
9.15,2.166667
9.165432,2.221036
9.166667,13.416667
9.1682,2.29274
9.168737,2.227952
9.17298,-4.81487
9.17953,18.21535
9.183333,18.133333
9.183333,18.15
9.183333,18.133333
9.19179,4.86116
9.19186,-3.52722
9.194105,2.752799
9.195139,2.753611
9.2,18.2
9.2008,2.2692
9.207463,2.723105
9.207611,2.724139
9.216667,18.15
9.216667,18.15
9.22,-1.87
9.22824,2.62039
9.233333,12.483333
9.233333,12.483333
9.233333,18.116667
9.233333,18.116667
9.237,0.3023
9.245727,1.542395
9.24604,1.192991
9.246058,1.192972
9.251,15.73
9.261272,1.585955
9.266667,-4.183333
9.266667,-4.183333
9.266667,-4.166667
9.267468,1.55109
9.27166,-2.99256
9.274049,2.184965
9.2766,2.4289
9.279823,1.592392
9.283333,-4.2
9.283333,-4.166667
9.3,13.733333
9.3,13.6
9.312646,1.51729
9.315356,1.527246
9.316667,13.6
9.316667,13.7
9.317835,1.562798
9.333333,13.433333
9.35,14.85
9.353977,1.673502
9.353977,1.545957
9.36405,2.87511
9.36408,2.87522
9.37528,16.40722
9.395111,2.506333
9.41,0.49
9.41,0.49
9.416667,38.633333
9.418471,1.917431
9.4299,0.4933
9.44438,2.11004
9.44475,2.11113
9.44496,2.11176
9.44512,2.11225
9.44525,2.11263
9.45,15.183333
9.466667,21.266667
9.483333,16.616667
9.515556,1.04
9.517,16.3584
9.517,16.3584
9.51844,3.00445
9.52692,3.02097
9.52692,3.02097
9.52711,3.02155
9.52727,3.02204
9.52748,3.02267
9.52764,3.02316
9.52777,3.02354
9.52812,3.02461
9.531316,1.907395
9.533333,17.5
9.53647,-6.01004
9.566667,21.416667
9.566667,21.383333
9.567377,1.818067
9.58972,21.52861
9.622013,1.640369
9.66139,14.51389
9.666667,17.233333
9.666667,14.216667
9.683333,14.25
9.683333,-0.816667
9.683333,-0.816667
9.685852,1.74948
9.686748,1.592618
9.69654,1.76305
9.69673,1.76362
9.69711,1.76474
9.69727,1.76524
9.6974,1.76562
9.69776,1.76668
9.69776,1.76668
9.70685,1.756519
9.71024,13.55237
9.7165,-0.822167
9.73395,2.19122
9.73472,2.19354
9.73485,2.19392
9.750156,1.560715
9.76996,2.03685
9.78747,1.74618
9.789382,1.526739
9.792919,1.574056
9.816667,-6.133333
9.83194,31.97861
9.833333,16.1
9.833333,14.333333
9.833333,-6.25
9.83917,32.0075
9.846969,1.852957
9.856667,1.978611
9.866667,-6.233333
9.87883,3.10972
9.87939,3.11144
9.87998,3.11322
9.883333,14.866667
9.89011,1.778274
9.8937,3.4281
9.89407,32.10931
9.8973,2.44634
9.908127,1.528995
9.91542,2.35567
9.91579,2.35679
9.916667,15.883333
9.93497,3.37141
9.942715,3.114521
9.97227,2.83606
9.97534,13.901
9.990833,1.635383
9.991283,1.635233
9.99563,2.43363
9.99589,2.4344
9.99652,2.43629
9.99655,2.4364
9.99701,2.43776
9.99749,2.43921
10,15.983333
10.016519,3.379803
10.017214,3.379754
10.017574,3.379711
10.019915,3.382227
10.02003,3.380549
10.020893,3.379876
10.021,3.380376
10.021059,3.372207
10.02114,3.372755
10.021208,3.38185
10.021501,3.373166
10.022051,3.374517
10.022052,3.379959
10.022401,3.378814
10.023226,3.375449
10.025233,3.380851
10.025592,3.380012
10.02607,3.381351
10.026315,3.380547
10.026656,3.38027
10.026737,3.379432
10.026928,3.380892
10.026929,3.380071
10.027432,3.379589
10.027574,3.381188
10.027596,3.380014
10.028197,3.380118
10.028436,3.381276
10.028784,3.380266
10.028953,3.381277
10.029252,3.380799
10.031072,3.383164
10.031181,3.383737
10.03155,1.52595
10.03155,1.52595
10.031738,3.381746
10.031787,3.384007
10.03328,3.376911
10.033746,3.384521
10.03404,3.386712
10.034321,3.383328
10.034478,3.382607
10.034626,3.386512
10.034656,3.384933
10.034948,3.376995
10.034985,3.376492
10.034997,3.383546
10.035096,3.384107
10.035564,3.382125
10.035606,3.383484
10.035893,3.378974
10.036019,3.382941
10.036125,3.382107
10.036183,3.383417
10.036396,3.38198
10.036423,3.378945
10.036541,3.383029
10.036635,3.379023
10.036728,3.382223
10.03683,3.381825
10.036834,3.378829
10.037005,3.379206
10.037309,3.378466
10.047083,3.402525
10.048219,3.364983
10.048451,3.369723
10.05917,15.22675
10.061088,3.382751
10.066667,15.533333
10.069883,1.50155
10.069883,1.50155
10.07077,3.24385
10.07116,3.24503
10.083333,15.533333
10.083333,15.55
10.083333,15.55
10.083333,-3.266667
10.09642,2.86497
10.09667,2.86574
10.1,13.533333
10.11118,14.44322
10.11118,14.44322
10.111787,2.41723
10.11391,3.47566
10.1323,3.1379
10.13285,3.13957
10.13333,14.28333
10.133333,0.483333
10.13375,3.14231
10.14057,3.52929
10.14133,3.5316
10.14175,3.53288
10.14284,3.5362
10.14286,3.53625
10.15,0.816667
10.15,0.75
10.16904,3.40504
10.17012,3.40833
10.17035,3.40901
10.173546,3.382099
10.175,1.203333
10.175,1.203333
10.17801,3.40483
10.17934,3.40886
10.18532,1.09215
10.18722,2.96635
10.18835,2.96977
10.18893,2.97155
10.189103,3.31189
10.1893,2.97265
10.191482,3.311536
10.193941,3.096585
10.194014,3.271568
10.194076,3.097032
10.194266,3.096256
10.194802,3.269524
10.19496,3.30978
10.19532,3.31087
10.19576,3.31222
10.196067,3.271689
10.196421,3.270091
10.196528,3.271351
10.196944,3.271927
10.196969,3.274264
10.196991,3.269937
10.197233,3.096349
10.197314,3.097216
10.197658,3.097243
10.19774,-5.62214
10.2,16.2
10.2,-4.933333
10.2,0.8
10.2,0.8
10.20607,3.3069
10.21336,2.53522
10.21346,2.53552
10.21408,2.53738
10.220334,1.358417
10.220334,1.358417
10.23198,2.97408
10.233333,30.333333
10.2335,2.5141
10.23364,2.97912
10.23512,2.98358
10.237617,1.343
10.24005,1.346917
10.24135,1.350867
10.24135,1.350867
10.25,11.416667
10.266667,16.05
10.269333,3.422669
10.270341,1.355343
10.270341,1.355343
10.2901,3.3817
10.292836,3.354344
10.293428,3.378472
10.29343,3.44441
10.294706,3.121799
10.299713,3.34884
10.3,0.5
10.3,0.5
10.3,3.350968
10.301764,3.342166
10.30179,1.72287
10.301832,3.338513
10.30388,2.68091
10.303896,3.345347
10.304224,3.342342
10.30441,2.66432
10.304552,3.340799
10.30459,2.68305
10.30473,2.55609
10.30476,2.66536
10.30516,2.68477
10.30574,2.55913
10.305824,2.977014
10.30592,2.68707
10.30614,2.66952
10.3064,2.5611
10.30647,2.67053
10.30656,0.90129
10.306619,3.353103
10.30671,2.56206
10.307191,3.342382
10.31267,2.55274
10.31285,2.55328
10.31316,2.5815
10.3132,2.55432
10.31355,2.55539
10.31362,2.55558
10.31392,2.55652
10.31406,2.55693
10.31448,2.55819
10.31454,2.55838
10.31468,2.55879
10.31505,2.55991
10.31538,2.5609
10.3219,2.26263
10.326038,2.134685
10.330121,1.33047
10.330468,1.332896
10.333333,1.33667
10.34139,13.54972
10.345408,2.391939
10.349851,3.137189
10.349933,3.13707
10.35,1.116667
10.35,0.27
10.35,-0.5
10.35,0.466667
10.35,1.1166
10.35,1.116667
10.35,1.116
10.350104,3.137892
10.353585,3.140269
10.353713,3.139209
10.356849,3.143294
10.357361,2.814485
10.358411,2.495107
10.358839,3.142089
10.36984,2.75263
10.374995,3.367732
10.39,-2.52
10.394375,2.090925
10.394724,2.089353
10.3952,2.49237
10.396196,2.085685
10.396766,2.088927
10.40067,2.701294
10.401699,2.04386
10.412247,2.673409
10.416667,16.9
10.42325,2.51328
10.424287,1.453959
10.43255,2.92409
10.433333,0.4
10.43374,2.92771
10.43822,1.99585
10.44,3.0929
10.44007,2.81909
10.44007,2.68236
10.44024,2.81961
10.44036,3.09397
